,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
4484,Euro area,EMU,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,12.11645,11.999089999999999,12.140189999999999,12.32891,12.42452,12.5697,12.72715,12.756260000000001,12.793560000000001,12.75658,12.810939999999999,12.88379,12.901760000000001,13.01468,13.11875,13.269079999999999,13.52149,13.68164,13.77086,13.909839999999999,13.998339999999999,14.238970000000002,14.20006,14.607510000000001,15.04705,15.18266,15.383,15.512789999999999,15.828429999999999,15.724870000000001,15.80855,15.95091,15.954679999999998,16.0622,16.100270000000002,16.340870000000002,16.41815,16.42116,16.48593,16.483629999999998,16.59826,16.76137,16.76375,16.851960000000002,16.894660000000002,16.95032,17.00067,17.11744,17.23244,17.22561,,
4485,Euro area,EMU,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,12.74105,12.63499,12.77369,12.860510000000001,13.0713,13.085,13.148610000000001,13.211210000000001,13.17831,13.12527,13.08575,12.99356,13.053460000000001,13.04465,13.13614,13.2813,13.481929999999998,13.62209,13.74315,13.8633,13.93525,14.147210000000001,14.12926,14.53116,15.046220000000002,15.13357,15.26016,15.333060000000001,15.508370000000001,15.39742,15.479079999999998,15.557070000000001,15.55786,15.63008,15.632729999999999,15.85723,15.922239999999999,15.89979,15.952020000000001,15.96969,16.09178,16.24444,16.25473,16.32761,16.34688,16.40941,16.447429999999997,16.584229999999998,16.647679999999998,16.6492,,
5095,Europe & Central Asia,ECS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.654418393897295,45.1781779133745,43.920682074624004,43.354487360108,42.9706421652214,42.612807753744995,42.1892408553596,42.037764802332504,42.865638744610706,43.2291845328996,43.499358907083,43.818876308816996,43.869077090001795,43.85063620566179,44.185308131580896,44.740306050290606,45.4448805663062,45.7704699596942,45.3212377003246,45.36362618313311,45.63124513011729,45.7043438158107,45.7182543207584,45.8526434738716,46.10719016489529,46.46723967728521,46.822197768787404,47.224529117923005,47.1541188864125,47.0397235261917,
5097,Europe & Central Asia,ECS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5766934789392,65.6273144375308,64.0004219915771,62.7406404932371,62.2062047410098,61.5123856596296,60.9138732802136,60.509628234675894,60.802232775130996,61.17829883128489,60.946572484636604,60.5516329867353,60.2974149474004,60.3200055732672,60.780547999530704,61.1236333234923,61.8868546334811,62.1545335060367,60.4684772589753,60.47993224666799,60.72669886598129,60.64011065468921,60.491561056433405,60.6558181774337,61.028569948981,61.4339518853343,61.9005308739061,62.375113586459996,62.232143485994996,62.0731863890208,
5108,Europe & Central Asia,ECS,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,11.58067,11.50779,11.52351,11.59256,11.652460000000001,11.73974,11.82023,11.85754,11.887030000000001,11.894730000000001,11.927489999999999,11.94626,12.0041,12.0881,12.20045,12.30627,12.46924,12.56979,12.621269999999999,12.590639999999999,12.606810000000001,12.63713,12.558069999999999,12.66062,12.75405,12.8615,13.02769,13.13633,13.365129999999999,13.51586,13.68506,13.98435,14.208120000000001,14.39476,14.385620000000001,14.55655,14.666089999999999,14.748579999999999,14.819729999999998,14.89887,15.147789999999999,15.304210000000001,15.31664,15.8613,15.90361,15.99879,16.062260000000002,16.09131,16.24222,16.25517,,
5109,Europe & Central Asia,ECS,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,12.01347,11.9593,11.9958,12.022160000000001,12.12561,12.1502,12.196489999999999,12.23442,12.21953,12.19208,12.169830000000001,12.10026,12.13567,12.14564,12.2412,12.33456,12.46413,12.55045,12.61553,12.61937,12.63607,12.67107,12.58694,12.71231,12.80923,12.89449,13.046439999999999,13.13512,13.32739,13.48463,13.6173,13.897,14.098220000000001,14.26641,14.19515,14.315929999999998,14.3823,14.430129999999998,14.45865,14.5041,14.764129999999998,14.92041,14.9475,15.44176,15.49265,15.60249,15.688770000000002,15.77697,15.892370000000001,15.90589,,
5719,Europe & Central Asia (excluding high income),ECA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3369410429784,49.7863350413478,47.774163459248705,46.681989109807,45.592039643476106,44.501740080767796,43.052424205844495,42.10911070977821,43.166339801080106,43.4405431565191,43.5153728844464,44.1918359521435,43.8886110594314,43.679267576319106,43.9555578973715,44.3007881503671,44.96038936839621,45.0185212773461,44.5576232738365,44.868058479940004,45.4083554569376,45.6307120070654,45.7286332548252,45.5234240872751,45.548722230497894,45.6274865091943,45.62130916359239,45.8076801288634,45.364443384483,45.1390945880032,
5721,Europe & Central Asia (excluding high income),ECA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2966164768381,68.9978231198777,67.4723370589232,65.4965375936881,64.1761562067621,62.87499035944221,61.2954584266049,59.92809874060679,60.6434929914881,61.30026332816671,60.7684905311207,60.71117390730021,60.427690117196,60.93617739452479,61.6299712980482,61.793492584993295,62.7407783753323,63.301009328552,61.8748642036623,62.6743882701844,63.5700319275125,64.0396721938572,64.3308533940043,64.28599728860229,64.5849581952567,64.73159488953979,64.9421569000514,65.21523785365329,64.6670663058897,64.4710521164532,
5732,Europe & Central Asia (excluding high income),ECA,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.36772,11.21182,11.262410000000001,11.35573,11.33438,11.4006,11.51103,11.6115,11.987689999999999,12.35125,12.58809,12.55942,12.68954,12.8837,13.05155,13.11761,13.248679999999998,13.6294,13.94806,14.01038,14.60302,14.724860000000001,14.9249,15.032060000000001,15.02372,15.321129999999998,15.37011,,
5733,Europe & Central Asia (excluding high income),ECA,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52717,11.35662,11.4296,11.55436,11.56447,11.698960000000001,11.88137,11.96045,12.3814,12.72436,12.98478,12.85473,12.888630000000001,13.02236,13.1375,13.11933,13.17389,13.57521,13.899239999999999,13.971670000000001,14.5553,14.692029999999999,14.89848,15.047479999999998,15.125779999999999,15.364070000000002,15.39816,,
6343,Europe & Central Asia (IDA & IBRD),TEC,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.308165979654504,49.761893076918895,47.938399910975704,46.9115179303455,45.9475956021691,44.9082299642624,43.7176578724462,42.8999880862149,43.6835187963126,43.683812182321,43.638011757587606,43.7529814954934,43.4249884977149,43.197553263401204,43.3998067549498,43.8481007968694,44.577269407615994,44.7528615508758,44.3517901945564,44.6287684439622,45.0447840916626,45.2446766653978,45.2979971391644,45.2349903015725,45.296198678548095,45.417684618238894,45.571631215413,45.7979717397237,45.393223470864704,45.175333308685396,
6345,Europe & Central Asia (IDA & IBRD),TEC,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5888743123388,68.2616584941652,66.8846074948644,65.0631213309814,63.9005175738179,62.7803446818804,61.5021148416428,60.264053905171096,60.4997594261734,60.810088170109,60.1814585711969,59.5990702562994,59.3090641901878,59.693309174956894,60.42172431934,60.7598456196252,61.84413815491921,62.5759293526884,61.307347568317006,62.0079940625969,62.7185217835833,63.145119044615896,63.3605615189559,63.476014230114004,63.812524980789206,64.0484354925179,64.4376748940518,64.7746072460182,64.3083022907722,64.1150471168411,
6356,Europe & Central Asia (IDA & IBRD),TEC,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,,,,,,10.98293,11.02675,11.09657,11.1612,11.22383,11.27158,11.27229,11.360619999999999,11.43856,11.59517,11.72173,11.856539999999999,11.9434,11.99864,11.88843,11.85234,11.75129,11.59516,11.44771,11.3292,11.37676,11.50067,11.52655,11.63804,11.79999,11.9149,12.28553,12.64918,12.87926,12.82893,12.96305,13.14921,13.31981,13.406120000000001,13.53694,13.8953,14.159220000000001,14.19825,14.79945,14.88742,15.058760000000001,15.142970000000002,15.13579,15.395999999999999,15.43755,,
6357,Europe & Central Asia (IDA & IBRD),TEC,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,,,,,,11.30193,11.348230000000001,11.407639999999999,11.44271,11.46384,11.48298,11.436160000000001,11.47661,11.516119999999999,11.64775,11.76009,11.8689,11.95357,12.01557,11.94853,11.92117,11.8546,11.6986,11.56948,11.42432,11.47813,11.62011,11.677719999999999,11.83789,12.04521,12.13444,12.53162,12.87246,13.12468,12.96693,13.02347,13.15635,13.27607,13.279420000000002,13.335989999999999,13.69525,13.965589999999999,14.02099,14.60256,14.710239999999999,14.8919,15.017079999999998,15.092120000000001,15.30623,15.34022,,
6967,European Union,EUU,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3922367700946,40.905417460655705,40.0803115604408,39.813712766149,39.8812514319281,39.9125932768283,40.122648752326704,40.50470985952621,41.12315105189,41.5081729991005,41.941158387020295,41.9509260521044,42.3149882989611,42.436766392426,42.8237071418435,43.640686140125396,44.5194416433852,45.0605859597566,44.61387836861,44.4880912656398,44.560667220423696,44.478122588526105,44.3456838131541,44.647482583938206,45.063781870381696,45.63471455711989,46.3114088767725,46.890387376884604,47.07868624863,47.0614853763894,
6969,European Union,EUU,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0626018302274,62.8398035276526,61.1208339865199,60.1728839984174,60.0497188112775,59.69152525067229,59.6105589749048,59.784804539526206,59.7503883801219,59.8614479504188,59.810432462121895,59.1979837133529,58.951707252138206,58.6491794355383,59.007124758470205,59.580716006599296,60.3362733835526,60.477860262567205,58.646303601355,58.05889372543779,57.814894563716294,57.20883430150371,56.6831862471116,56.92271686374829,57.348715557201395,57.9813592169837,58.767637865063804,59.41851995735121,59.589936707861796,59.4751571984212,
6980,European Union,EUU,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,11.95373,11.8475,11.92315,12.06906,12.18299,12.34458,12.46413,12.51154,12.550980000000001,12.535630000000001,12.5832,12.64824,12.68923,12.78123,12.85294,12.94849,13.15185,13.28439,13.355210000000001,13.39295,13.48395,13.638979999999998,13.64669,14.101870000000002,14.468539999999999,14.64013,14.86846,15.07005,15.37592,15.486939999999999,15.642560000000001,15.82395,15.8836,16.01195,16.015610000000002,16.22721,16.236720000000002,16.245739999999998,16.3381,16.38342,16.52401,16.54127,16.518,17.04177,17.02911,17.039189999999998,17.07147,17.17589,17.19787,17.20024,,
6981,European Union,EUU,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,12.473469999999999,12.38231,12.46958,12.53115,12.70531,12.7463,12.797930000000001,12.84877,12.83082,12.79899,12.77259,12.716330000000001,12.767339999999999,12.75928,12.82259,12.90317,13.06113,13.15807,13.24112,13.32095,13.38906,13.508579999999998,13.50411,13.991970000000002,14.37933,14.476720000000002,14.64146,14.778789999999999,14.95473,15.026279999999998,15.15555,15.26624,15.31891,15.39451,15.37449,15.577570000000001,15.56635,15.56125,15.64204,15.69401,15.83438,15.8437,15.836789999999999,16.26612,16.2482,16.27271,16.30344,16.42266,16.42006,16.42847,,
7591,Fragile and conflict affected situations,FCS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.151282898312395,51.0530750358507,50.9368242765014,50.6590723199823,50.482266958542496,50.260813438406494,50.153359211380604,50.01628104631471,49.8428218842081,49.7837515423612,49.5617963467786,49.178877020794204,48.9424303691535,48.8332364829195,48.8136884511533,48.591746814976396,48.3383009446797,48.043994353657204,47.499465847424496,46.9960650087732,46.7461773080017,45.8872904039775,45.1692714416957,44.6751755041819,44.5255640221434,43.879426431807296,43.443058747524006,43.485192138707895,43.3739334007049,43.2559741948428,
7593,Fragile and conflict affected situations,FCS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.46302488359991,72.29034560812191,72.11161998864999,71.9291320683765,71.71524823899709,71.4948657109703,71.3936888363518,71.2692389065359,70.8843591325365,70.6863853494057,70.54832283062059,70.2277528596464,70.0873393100301,69.9991990804332,69.9982435874,70.0315168616211,69.8956544633249,69.6479801894551,69.4612350475929,69.0969795481999,68.9182942244845,68.12009883989259,67.3535907831349,67.0938568821128,66.8605845366693,66.1273364109799,65.6686221597855,65.5818743508528,65.4029535909446,65.245575070906,
7604,Fragile and conflict affected situations,FCS,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,3.71392,3.7542,3.8709,3.9803699999999997,4.06133,4.14506,4.22699,4.4600599999999995,4.767580000000001,5.091130000000001,5.3209800000000005,5.63769,5.88291,5.95708,5.99635,6.0116,5.9120099999999995,5.92131,5.82032,5.7675,5.64992,5.86379,5.89832,5.9701699999999995,5.97626,5.94625,5.76843,5.85021,5.90811,5.99339,6.191330000000001,6.29453,6.54042,6.816439999999999,7.0879199999999996,7.306710000000001,7.49843,7.4405600000000005,7.61792,7.8246,8.04476,8.30414,8.53682,8.77497,8.60037,8.61076,8.53895,,,,,
7605,Fragile and conflict affected situations,FCS,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,5.76224,5.81401,5.92211,5.995830000000001,6.06035,6.17044,6.248480000000001,6.4558,6.7930399999999995,7.17582,7.41005,7.73871,7.870769999999999,8.10936,8.27339,8.122489999999999,7.742610000000001,7.5598,7.58852,7.361619999999999,7.3029,7.498139999999999,7.48677,7.605919999999999,7.64077,7.54742,7.278910000000001,7.402,7.51312,7.5563,7.76345,7.835389999999999,8.26705,8.52708,8.968069999999999,9.0058,9.16618,8.9946,9.08995,9.266689999999999,9.43036,9.71135,9.79945,10.03105,9.84344,9.73252,9.69261,,,,,
8215,Heavily indebted poor countries (HIPC),HPC,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6196941836916,60.528761075552204,60.389997057832005,60.3439913685952,60.385719724615,60.4608941868642,60.568961877673594,60.6407023083066,60.6147178962807,60.699934157407895,60.7576992852985,60.779921641748295,60.7932421730732,60.9136053288706,61.0550759434902,60.9604020641939,60.800988566948995,60.590371560453605,60.046041671202005,59.5125402376688,59.21657216603379,58.9096113596163,58.8291217931668,58.758015106926,58.59126688770289,58.7708919867439,58.9451966710493,59.1771673282882,59.159495012076505,59.135264880248606,
8217,Heavily indebted poor countries (HIPC),HPC,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.05239254182109,77.9604771154163,77.76042826348021,77.62347649361149,77.49181569789,77.4031482094991,77.36043851429521,77.30673856782309,77.088476003194,76.95162042813001,76.8994691367654,76.8203638436423,76.7533821460888,76.7627822597936,76.71924372297771,76.6771771160334,76.52662654383799,76.31472180613991,75.9787958102523,75.55169938201558,75.28524573666179,74.9850830584691,74.8300705416439,74.53462923170208,74.1755653620627,73.97695702181942,73.85612400828279,73.6739341183065,73.5814287122712,73.4889069864646,
8228,Heavily indebted poor countries (HIPC),HPC,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,2.97209,2.98739,3.0493,3.0979400000000004,3.18977,3.31857,3.49641,3.6623699999999997,3.8564,4.02604,4.21152,4.39272,4.43732,4.493180000000001,4.48105,4.415080000000001,4.44508,4.45213,4.4930699999999995,4.41439,4.32565,4.46016,4.37396,4.39365,4.46084,4.610609999999999,4.63149,4.8817,5.0208,5.13579,5.36217,5.64615,5.99141,6.283440000000001,6.5231900000000005,6.875189999999999,7.195639999999999,7.469180000000001,7.85009,8.00913,8.17591,8.32906,8.4764,8.62706,8.68571,8.73878,8.74348,8.79185,8.86166,,,
8229,Heavily indebted poor countries (HIPC),HPC,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,4.65762,4.68135,4.73169,4.761340000000001,4.84028,5.04627,5.2736,5.46915,5.6602,5.88919,6.05739,6.2512,6.11083,6.14951,6.08451,6.02597,6.0160599999999995,5.92451,6.02705,5.87305,5.71474,5.84886,5.70977,5.73389,5.85815,6.068309999999999,6.12582,6.42068,6.59766,6.61525,6.79397,7.09093,7.57953,7.86775,8.22058,8.45233,8.73824,9.0143,9.3726,9.457289999999999,9.56156,9.64419,9.72356,9.827210000000001,9.86771,9.81568,9.77083,9.80149,9.87844,,,
8839,High income,HIC,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7680094534047,45.5742664503205,45.241416520554104,45.5164652854911,45.733838916639606,45.939566640822896,46.3630851036481,46.435785614614,46.8009403929479,47.1498775165492,47.2151012051598,47.0071353925636,47.1327897778498,47.2591672077789,47.61073374269979,48.141425537709104,48.588154747006904,48.7845658277795,47.959825261351796,47.717852041008605,47.704277684185,47.79569200463679,47.922792335200604,48.310800190825006,48.676340255354006,49.172853325937005,49.747706958565104,50.2786558062146,50.3231480085958,50.1757724511691,
8841,High income,HIC,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3376300366109,67.5410731445021,66.74387114568789,66.53156885927321,66.67656874144589,66.5076418969976,66.6322333788212,66.48292595567229,66.36362302279899,66.5569920499543,66.0694578338245,65.35066944788649,64.9573132407109,64.9351047398384,65.22608935363961,65.6036628247741,65.9808886572165,65.7227551838498,63.5546242979012,63.180374385788205,63.301998148138104,63.42588253832871,63.2713908974825,63.6336057027858,64.0126803364642,64.3850902168553,64.7870591160153,65.2000661161788,65.2147978189649,65.0238320564171,
8852,High income,HIC,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,11.01032,10.97007,11.060139999999999,11.26225,11.378969999999999,11.548,11.73972,11.87928,11.99794,11.93886,12.321819999999999,12.37548,12.52929,12.60887,12.73889,12.83494,13.0329,13.184460000000001,13.35491,13.44292,13.52635,13.68775,13.90661,14.115260000000001,14.35353,14.537270000000001,14.685929999999999,14.9115,15.116439999999999,15.10661,14.991879999999998,15.17966,15.28589,15.45456,15.560939999999999,15.73029,15.770570000000001,15.843329999999998,15.94941,16.07054,16.17615,16.264310000000002,16.30116,16.600360000000002,16.676289999999998,16.72638,16.71888,16.75045,16.75151,16.77864,,
8853,High income,HIC,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,12.44738,12.40772,12.47312,12.45486,12.45297,12.41742,12.4587,12.44691,12.39648,12.2885,12.58199,12.568489999999999,12.73811,12.808769999999999,12.905,12.960980000000001,13.11009,13.24405,13.3792,13.45774,13.49965,13.61311,13.774000000000001,14.025220000000001,14.259870000000001,14.351679999999998,14.49097,14.59283,14.659120000000001,14.65524,14.6636,14.789539999999999,14.85229,14.951189999999999,14.96469,15.11714,15.12315,15.19014,15.275979999999999,15.34975,15.45655,15.530320000000001,15.57349,15.816889999999999,15.8696,15.90501,15.94985,15.98923,15.93948,15.97719,,
9463,IBRD only,IBD,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.471246082713606,49.5111081420418,49.194504060006,48.989571657900896,48.711615084569395,48.427724075436004,48.2078793949313,47.9581023460339,47.8484156341269,47.74333559039621,47.330779548103294,46.919047886258795,46.623220510440795,46.509199986640006,46.386210877196206,46.028201815081,45.8754292494718,45.4691985050235,44.912981365385505,44.40730010929979,44.049347776637404,43.7466832614991,43.4686624671462,43.164737328251896,42.8466162133996,42.534848700510295,42.277854332902,42.1321711693939,41.7751577626707,41.427768801633896,
9465,IBRD only,IBD,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.21016371245871,78.1014850124147,77.7569222948913,77.3890300738821,76.9405598871465,76.607523002817,76.3517636993932,75.99024929753679,75.7245319022247,75.4613139477774,74.99457132896391,74.4392583995521,74.06625724050221,74.1326607432198,73.97043576376021,73.9008369228403,73.8748896323195,73.7251256143076,73.2139627108123,73.1273533041838,73.0116311479332,72.9062979552322,72.6510980802086,72.37370520541799,72.0206233907567,71.6153313755679,71.3542419233047,71.1436272299359,70.9051585174159,70.6883432512681,
9476,IBRD only,IBD,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,6.47956,6.5731399999999995,6.69394,6.923830000000001,6.95823,7.222360000000001,7.42019,7.6348899999999995,7.70488,7.674910000000001,7.64685,7.70242,7.68075,7.806260000000001,7.91467,8.10673,8.3291,8.4287,8.55696,8.5875,8.61987,8.71261,8.794189999999999,8.89029,8.95882,9.055010000000001,9.17638,9.29185,9.3621,9.515130000000001,9.75508,9.84351,10.07627,10.49254,10.688989999999999,10.91812,11.085139999999999,11.38477,11.68292,11.8033,12.048789999999999,12.311589999999999,12.59545,12.946110000000001,13.17697,13.30519,13.578779999999998,13.586470000000002,13.39945,13.5323,,
9477,IBRD only,IBD,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,8.32372,8.46481,8.66049,8.99033,9.03872,9.02975,9.12932,9.36645,9.43938,9.39826,9.37229,9.45012,9.43897,9.488760000000001,9.640939999999999,9.79492,9.95275,9.963330000000001,10.0547,10.05134,10.02496,10.03738,10.056289999999999,10.10108,10.07868,10.12434,10.211110000000001,10.24997,10.23874,10.318489999999999,10.54878,10.59026,10.762410000000001,10.919889999999999,11.080630000000001,11.2533,11.3659,11.62031,11.81175,11.83205,12.093869999999999,12.33685,12.51419,12.57483,12.746739999999999,12.875960000000001,13.00507,13.052389999999999,13.04128,13.123629999999999,,
10087,IDA & IBRD total,IBT,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3403798771932,49.3628625301935,49.093749252032204,48.9246551587024,48.653136684900105,48.4278940233228,48.27337877504371,48.066237132198296,47.9813201376469,47.90400312454479,47.558307454934905,47.2009031203469,46.9612454824334,46.8700036143728,46.768973295258796,46.48463538400289,46.3639194177847,46.042497564094106,45.58014785014,45.19945600851621,44.922949813070296,44.625110873427204,44.355561381574795,44.123644459462795,43.895157559370496,43.6257423772657,43.48904685533339,43.4125728652701,43.161894318228505,42.9249572228473,
10089,IDA & IBRD total,IBT,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2609738789185,78.1418471075141,77.7815823088225,77.4551777278538,77.053593086063,76.745350991096,76.5148343786692,76.1793977889612,75.9309810203837,75.6912378333625,75.2903834753343,74.79914168847121,74.4744891700115,74.52949824959829,74.3627173654699,74.28966459471741,74.2423079520318,74.0628853011923,73.5815249131724,73.4771932817973,73.3382686919818,73.1563450539748,72.8570497755585,72.59066552536821,72.26666631863891,71.864011719922,71.6463318172975,71.46111066794342,71.2563757717781,71.07065427951909,
10100,IDA & IBRD total,IBT,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,5.8406199999999995,5.91666,6.04261,6.25232,6.2980599999999995,6.52873,6.6992899999999995,6.890219999999999,6.972410000000001,6.97721,6.98199,7.056310000000001,7.06538,7.15486,7.231660000000001,7.36493,7.515610000000001,7.58438,7.69176,7.71255,7.7255899999999995,7.83027,7.905539999999999,7.994389999999999,8.06179,8.14879,8.23099,8.33878,8.3926,8.49536,8.690430000000001,8.77272,8.9808,9.33324,9.52373,9.757439999999999,9.924619999999999,10.14988,10.39467,10.5281,10.74917,10.97214,11.208269999999999,11.478439999999999,11.61219,11.704930000000001,11.875680000000001,11.87853,11.78404,11.88208,,
10101,IDA & IBRD total,IBT,"Expected years of schooling, male",SE.SCH.LIFE.MA,,,,,,,,,,,7.7628,7.875189999999999,8.059989999999999,8.35524,8.41757,8.43047,8.523060000000001,8.72832,8.80039,8.80866,8.81526,8.90191,8.90964,8.98376,9.08801,9.17188,9.23438,9.22392,9.306510000000001,9.276769999999999,9.24375,9.27993,9.29792,9.343210000000001,9.336,9.37888,9.425360000000001,9.478010000000001,9.477889999999999,9.51967,9.70524,9.74383,9.93759,10.0967,10.29519,10.44887,10.56691,10.74911,10.90432,10.96275,11.17938,11.38452,11.52544,11.61197,11.6987,11.77725,11.864180000000001,11.88252,11.90522,11.96343,,
10711,IDA blend,IDB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.78643497009129,40.7542011716468,40.8285406098596,40.9192592313561,40.1134973560277,40.33432101905579,40.739588720229,40.672695627093795,40.7049856431181,40.854487977515,40.6671175259571,40.5377334535116,40.7623994120216,40.9811056860018,41.0248216225781,41.342186841718295,41.557044527265504,41.6613166147224,41.932910852101706,42.1974270411853,42.4811609161358,41.82269360979571,41.1145819897781,40.927344379319294,40.8178260295631,39.9663553533272,39.5907503617374,39.467076956727,39.4510347790604,39.538286588018295,
10713,IDA blend,IDB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.24733514401309,75.01142130502771,74.19337862491841,74.04668115077241,73.784687633553,73.5316954838511,73.4538095160368,73.1240427087831,73.14900302893508,73.2608364784617,73.18909288965429,73.034188793679,73.0645624254005,73.11281967157109,72.5961323646616,72.2937718369732,72.4547680122246,72.30646152143609,72.1334285494477,71.9766874467069,71.90705908162579,71.1582660114235,70.28548584568439,70.3438188843046,70.3007317286587,69.6385855885959,69.2547537540049,69.1632846868252,69.05439673208339,68.972148748803,
10724,IDA blend,IDB,"Expected years of schooling, female",SE.SCH.LIFE.FE,,,,,,,,,,,3.2866,3.3719099999999997,3.5134300000000005,3.65599,3.8816599999999997,3.9377699999999995,3.9780300000000004,4.24189,4.57753,4.97445,5.23528,5.58317,5.917330000000001,5.9570300000000005,5.96289,6.09323,5.90025,5.87178,5.69873,5.7002,5.6883,5.7945,5.91735,5.99006,5.99083,5.93307,5.82426,5.9669099999999995,6.0818900000000005,6.19652,6.37432,6.40468,6.4292300000000004,6.726939999999999,7.081060000000001,7.3144,7.43497,7.4162,7.4077399999999995,7.6644,7.8766300000000005,8.000060000000001,8.27794,8.599269999999999,8.4157,8.4199,8.404639999999999,8.38062,8.483369999999999,8.563939999999999,,
